operational_view_date,user_uuid,customer_city,customer_country,order_uuid,parent_order_uuid,platform,fx_rate_loc_to_usd_fxn,list_price_operational,deal_discount_operational,gross_bookings_operational,margin_1_operational,vfm_operational,incentive_promo_code,last_status,gross_bookings_usd,margin_1_usd,vfm_usd,gross_profit_usd
2021-10-29,072d316f-d66b-460b-8a0f-96b1a88938dd,Marseille,FR,5f26b260-97af-451b-8b3e-183e03cebc2c,5f26b260-97af-451b-8b3e-183e03cebc2c,web,1.08,119.24,0.0,119.24,31.05,31.56,,expired,128.78,33.53,34.08,67.61
2021-10-31,75613d65-42cc-4a71-9209-4c80041599fe,Marseille,FR,632f23f3-b566-4a6d-a644-97df05af363a,1096fb60-bb93-4045-8388-53a81feb5217,web,1.08,137.26,42.9,94.36,28.98,23.71,PROMO85,unredeemed,101.91,31.3,25.61,56.91
2021-10-31,369e8091-c895-4c16-9c26-f6ca76906dbc,Birmingham,GB,ea465cdf-d59a-4066-adac-fbf560adb89d,ea465cdf-d59a-4066-adac-fbf560adb89d,web,1.27,105.59,31.87,73.72,17.32,18.06,PROMO73,unredeemed,93.62,22.0,22.94,44.94
2021-11-01,365f0436-8f7f-4629-906a-9552a4dcdb93,Paris,FR,413aa940-5334-4c8d-b926-ef8e14112b8e,413aa940-5334-4c8d-b926-ef8e14112b8e,web,1.08,269.07,0.0,269.07,93.37,69.15,,expired,290.6,100.84,74.68,175.52
2021-11-02,f6b37fb9-9899-41fa-a462-3312e82f6202,Barcelona,ES,b3f122ef-a520-48eb-8014-0fbc69f52ebe,b3f122ef-a520-48eb-8014-0fbc69f52ebe,touch,1.08,85.85,0.0,85.85,21.32,15.37,,redeemed,92.72,23.03,16.6,39.63
2021-11-02,acb7053a-cd91-456d-babd-8e10d4955daf,Chicago,US,2a4a9fae-b428-40aa-9dcc-2afe4c67b2a4,fdc1cd4b-0f21-43fa-8669-26c94620d3a5,touch,1.0,146.99,0.0,146.99,61.27,34.41,,redeemed,146.99,61.27,34.41,95.68
2021-11-02,f73151ae-5cd9-47ea-8f28-c27b266d0762,Phoenix,US,72980525-a01a-466b-aa39-3aadd2f2746e,72980525-a01a-466b-aa39-3aadd2f2746e,web,1.0,215.45,0.0,215.45,60.64,31.64,,redeemed,215.45,60.64,31.64,92.28
2021-11-03,8b014f75-cb91-45e3-9be4-414b3ff466d6,Valencia,ES,fabebc20-ca28-4f2a-a97b-fec34956f292,fabebc20-ca28-4f2a-a97b-fec34956f292,app,1.08,112.01,0.0,112.01,25.42,16.75,,redeemed,120.97,27.45,18.09,45.54
2021-11-04,03ca3b9f-91e0-449a-9790-c8c09726ccaf,Paris,FR,c565bdd8-71ce-405f-8528-8359aae7708b,c565bdd8-71ce-405f-8528-8359aae7708b,touch,1.08,134.91,0.0,134.91,34.48,28.79,,redeemed,145.7,37.24,31.09,68.33
2021-11-06,64261a01-c218-4e8e-967e-e822b1b5a04b,Manchester,GB,4fe2e374-56cc-4833-9072-cfbf7b25409a,4fe2e374-56cc-4833-9072-cfbf7b25409a,touch,1.27,219.76,0.0,219.76,75.15,63.26,,unredeemed,279.1,95.44,80.34,175.78
2021-11-06,a2c52a76-5a91-4baa-84be-416be7db989c,Paris,FR,50cf7c15-39c8-4a4c-acfa-f5bb2d2d7a4d,4f5120d4-43e5-4fac-9545-870ea49d56bf,app,1.08,92.77,0.0,92.77,27.98,22.85,,unredeemed,100.19,30.22,24.68,54.9
2021-11-07,f2d30979-7e49-4ac1-a83d-8b99184cdc9e,Berlin,DE,a86cd2cb-9c59-4681-b8c5-77f76509c9d8,a86cd2cb-9c59-4681-b8c5-77f76509c9d8,app,1.08,17.64,0.0,17.64,7.25,5.04,,redeemed,19.05,7.83,5.44,13.27
2021-11-07,c4e2395e-8560-4f7b-b99b-905b59500923,Houston,US,3299f032-afec-47ba-8b93-999000ca9671,ee649e83-455d-4556-aded-4fd93c7dde27,web,1.0,22.13,6.46,15.67,6.03,4.07,PROMO41,redeemed,15.67,6.03,4.07,10.1
2021-11-12,c573d09f-27ac-48e1-b2c8-5592dffa22b9,Phoenix,US,6145ed0a-87c0-49a6-b0a4-2a4c068bd898,373bf70d-f846-45be-9da6-60f43ec64062,touch,1.0,79.33,0.0,79.33,26.84,23.51,,unredeemed,79.33,26.84,23.51,50.35
2021-11-13,b8e652f5-4586-4d10-8900-83e705f3ee89,Manchester,GB,72318e9f-a444-446d-8c0c-80e6d4efb761,72318e9f-a444-446d-8c0c-80e6d4efb761,web,1.27,113.27,23.17,90.1,28.09,25.57,PROMO99,redeemed,114.43,35.67,32.47,68.14
2021-11-13,699b5f7b-2318-444d-9fa7-18ee1f601284,Rome,IT,3f93fc29-0255-46b8-bdd1-0378e38a0ff8,3f93fc29-0255-46b8-bdd1-0378e38a0ff8,web,1.08,108.75,0.0,108.75,26.86,27.21,,unredeemed,117.45,29.01,29.39,58.4
2021-11-14,c6c2d931-c5b7-42f7-929b-9afd17d86212,London,GB,1abf1e05-62ce-47b0-b24f-5a19fba86fa1,1abf1e05-62ce-47b0-b24f-5a19fba86fa1,touch,1.27,133.41,27.8,105.61,33.62,29.37,PROMO82,unredeemed,134.12,42.7,37.3,80.0
2021-11-15,7775151d-6a12-4646-8ca1-fe02f8a628b7,Naples,IT,4567eac0-153c-4d39-bf84-40e5e8d18bc2,2c867e37-46a7-4fe5-ae47-377dcc3f79d0,app,1.08,96.6,0.0,96.6,37.62,22.94,,redeemed,104.33,40.63,24.78,65.41
2021-11-15,19505dd1-3722-41ad-be6b-0f8a9efcb45c,Madrid,ES,688668b8-589a-4f1f-949a-f66e4e1456b4,688668b8-589a-4f1f-949a-f66e4e1456b4,touch,1.08,47.17,15.63,31.54,9.12,7.88,PROMO69,redeemed,34.06,9.85,8.51,18.36
2021-11-16,0a032510-ce19-4b21-a64d-9cbd1bead514,Naples,IT,6a03a995-8171-4ab1-851b-6e0cca3e2b90,6a03a995-8171-4ab1-851b-6e0cca3e2b90,web,1.08,276.49,90.01,-186.48,-68.36,-53.11,PROMO80,refunded,-201.4,-73.83,-57.36,-131.19
2021-11-16,ae6d9cc4-fc7e-4d5d-a839-f0a860def61a,Manchester,GB,5e30109a-2116-4426-b012-078dbfd01853,5e30109a-2116-4426-b012-078dbfd01853,app,1.27,209.45,0.0,209.45,79.95,51.26,,redeemed,266.0,101.54,65.1,166.64
2021-11-16,3128b8a3-18e3-407f-b19f-1dba78f93791,Milan,IT,01e6de6c-568f-4002-b348-aa8a7704e12a,01e6de6c-568f-4002-b348-aa8a7704e12a,web,1.08,198.89,74.65,124.24,36.76,25.45,PROMO29,redeemed,134.18,39.7,27.49,67.19
2021-11-16,acb7053a-cd91-456d-babd-8e10d4955daf,Chicago,US,bfd0b63e-23e3-4cdd-870d-f1c05f747656,bfd0b63e-23e3-4cdd-870d-f1c05f747656,touch,1.0,70.32,0.0,70.32,24.82,15.22,,redeemed,70.32,24.82,15.22,40.04
2021-11-17,517383a5-8d1c-45e8-be37-6cea8421d601,Los Angeles,US,414900a8-cd45-4a9c-a161-e257a812a2dc,8de236a4-1a71-4abf-898b-bbe5ae713528,web,1.0,180.87,0.0,180.87,68.98,47.21,,unredeemed,180.87,68.98,47.21,116.19
2021-11-17,f73151ae-5cd9-47ea-8f28-c27b266d0762,Phoenix,US,00ac8e99-099e-4970-80bb-2c2bb3d930ae,00ac8e99-099e-4970-80bb-2c2bb3d930ae,web,1.0,222.0,0.0,222.0,76.51,49.56,,redeemed,222.0,76.51,49.56,126.07
2021-11-17,50865f0b-57cf-4cf8-be9a-a47f402bc46f,Frankfurt,DE,7a1b4b73-893d-427e-a04b-3aaa437f3e27,7a1b4b73-893d-427e-a04b-3aaa437f3e27,app,1.08,52.81,0.0,52.81,11.52,10.0,,redeemed,57.03,12.44,10.8,23.24
2021-11-20,4eb94b00-6131-4fdc-8ec9-2eaab29f2310,London,GB,dc1350da-ff8f-428e-a173-687368e4ef10,dc1350da-ff8f-428e-a173-687368e4ef10,web,1.27,71.07,14.57,56.5,15.9,13.68,PROMO91,expired,71.76,20.19,17.37,37.56
2021-11-21,b9c56062-9747-4212-8d3a-5b7a1f404dd1,Chicago,US,6f3f8bd8-7719-476f-bdc7-f731f4e8380f,d1797191-ca48-4610-b9bc-232487fc5f07,web,1.0,85.73,0.0,85.73,35.0,25.8,,redeemed,85.73,35.0,25.8,60.8
2021-11-23,10c786ac-a886-4f80-83da-5b61f5a106ad,Milan,IT,02761ea4-29b2-4188-b751-0606a1535597,cff730d4-37d4-4f10-8c54-66060f8ebbb1,web,1.08,133.23,38.9,94.33,32.08,19.23,PROMO19,unredeemed,101.88,34.65,20.77,55.42
2021-11-24,75613d65-42cc-4a71-9209-4c80041599fe,Marseille,FR,075529aa-a8fb-47c7-b752-b271b116028f,075529aa-a8fb-47c7-b752-b271b116028f,web,1.08,26.98,0.0,26.98,7.09,5.78,,redeemed,29.14,7.66,6.24,13.9
2021-11-25,aa6ff332-506c-4619-a229-5edbbf1b2ab0,Milan,IT,1af68add-0beb-4c19-86bb-f8f9c9cc7534,1af68add-0beb-4c19-86bb-f8f9c9cc7534,app,1.08,41.97,7.16,-34.81,-10.26,-7.5,PROMO69,refunded,-37.59,-11.08,-8.1,-19.18
2021-11-25,244a1a93-6435-42bc-a346-e1570c33077e,Phoenix,US,870988e5-8e48-4586-bf67-400a552847e0,870988e5-8e48-4586-bf67-400a552847e0,web,1.0,121.63,0.0,121.63,38.51,21.29,,unredeemed,121.63,38.51,21.29,59.8
2021-11-27,d87288e6-8f7b-463d-9945-5062e2f35011,Chicago,US,a82303ea-358b-4581-9f33-db13de90f0f0,a82303ea-358b-4581-9f33-db13de90f0f0,app,1.0,106.38,23.08,-83.3,-26.07,-27.0,PROMO43,refunded,-83.3,-26.07,-27.0,-53.07
2021-11-28,26661eb5-977d-4f44-9af2-abc2f7da5e13,Wroclaw,PL,a8f21e50-d586-43a9-bd9d-d4b888c66909,a8f21e50-d586-43a9-bd9d-d4b888c66909,app,0.25,193.13,0.0,193.13,58.08,47.36,,redeemed,48.28,14.52,11.84,26.36
2021-11-28,7cb57d0c-b003-427b-ad0e-cae89dc84e21,New York,US,c5fc93b9-463b-4f4f-ba9e-444b57113858,c5fc93b9-463b-4f4f-ba9e-444b57113858,web,1.0,35.37,0.0,35.37,11.49,7.04,,redeemed,35.37,11.49,7.04,18.53
2021-11-29,37dd22bc-77c6-4409-b97b-7cca46b3a0de,Berlin,DE,e2a05cec-16a5-4063-a610-d77575ec7992,e2a05cec-16a5-4063-a610-d77575ec7992,web,1.08,134.67,0.0,134.67,41.55,39.23,,redeemed,145.44,44.87,42.37,87.24
2021-11-29,6d1be14b-9abe-404a-896d-f04a6572540c,Manchester,GB,d65d9b7c-7f8d-4e7c-90d1-ffde10c269a3,d65d9b7c-7f8d-4e7c-90d1-ffde10c269a3,web,1.27,59.51,7.38,52.13,13.06,12.82,PROMO70,redeemed,66.21,16.59,16.28,32.87
2021-12-02,d563d0c1-9497-483e-89aa-af96c4267147,Munich,DE,e03b9e35-6fab-40d3-bc2e-8ccbe749251b,e03b9e35-6fab-40d3-bc2e-8ccbe749251b,app,1.08,56.08,0.0,56.08,18.27,16.77,,redeemed,60.57,19.73,18.11,37.84
2021-12-02,03ca3b9f-91e0-449a-9790-c8c09726ccaf,Paris,FR,0977eef8-0aec-4373-851f-274c16eef04f,0977eef8-0aec-4373-851f-274c16eef04f,touch,1.08,95.18,0.0,95.18,21.69,17.72,,expired,102.79,23.43,19.14,42.57
2021-12-02,f4b1dcde-ea2b-44c0-88b7-5a0805094fd4,Munich,DE,146ab73b-a8f1-4215-ad0f-571e3b945a37,146ab73b-a8f1-4215-ad0f-571e3b945a37,web,1.08,210.74,0.0,210.74,66.77,50.61,,unredeemed,227.6,72.11,54.66,126.77
2021-12-03,dbf6a500-8db6-4bf7-bb83-2c9bc0d60d47,Chicago,US,0042f350-38ac-4c1f-8cbd-91f585aadcd4,0042f350-38ac-4c1f-8cbd-91f585aadcd4,web,1.0,233.87,0.0,233.87,96.19,62.16,,redeemed,233.87,96.19,62.16,158.35
2021-12-05,51be9703-6318-45a8-8de7-8798c2720695,Houston,US,53c04a2b-ebe5-4b87-91fb-8f9d6c595d8a,c115bc6a-9037-4088-a6f1-889c1f411c75,app,1.0,179.75,66.06,113.69,39.54,31.12,PROMO86,unredeemed,113.69,39.54,31.12,70.66
2021-12-05,0ad0df8a-e2f2-4ca4-b211-5dc4c7b24fd8,Madrid,ES,2eb08e62-65c8-4cf2-84eb-3c97747ffd43,2eb08e62-65c8-4cf2-84eb-3c97747ffd43,app,1.08,96.45,24.82,71.63,25.05,20.95,PROMO99,redeemed,77.36,27.05,22.63,49.68
2021-12-07,26453763-88b1-4a4f-b129-149fe7f9f97f,Birmingham,GB,51ae5c3d-7fd3-4af3-9dd7-b014ede80b8a,51ae5c3d-7fd3-4af3-9dd7-b014ede80b8a,web,1.27,123.93,0.0,-123.93,-30.94,-27.02,,refunded,-157.39,-39.29,-34.32,-73.61
2021-12-08,1a53bc39-4246-4783-823d-0505d44d1b9a,Lyon,FR,40b42d0f-0520-4951-af78-d9c5615c4dcb,bec220c1-5aec-4ed1-95e4-2add1cd5dc9b,web,1.08,109.46,0.0,109.46,44.23,28.83,,unredeemed,118.22,47.77,31.14,78.91
2021-12-09,369e8091-c895-4c16-9c26-f6ca76906dbc,Birmingham,GB,9efec031-88b2-4a52-9b98-2fef1193d278,9efec031-88b2-4a52-9b98-2fef1193d278,web,1.27,170.22,0.0,170.22,50.49,41.08,,redeemed,216.18,64.12,52.17,116.29
2021-12-11,29b0807f-68e7-4cf0-826d-4ab931808482,Chicago,US,2e1f2ebb-a39c-44c2-877e-29237b225a0d,99939a88-dee1-479c-9714-6a5b12c65dd3,web,1.0,171.12,0.0,171.12,46.87,30.41,,redeemed,171.12,46.87,30.41,77.28
2021-12-12,b74c36b6-9148-4557-817d-696f72b815e6,Birmingham,GB,7056bd1b-502c-489d-9049-0f52a50306eb,7056bd1b-502c-489d-9049-0f52a50306eb,web,1.27,263.0,0.0,263.0,72.45,61.7,,expired,334.01,92.01,78.36,170.37
2021-12-12,332cd717-b9b7-491e-90ba-8f49b6b06c44,BARCELONA,ES,3535b65c-f16e-475e-b050-3c98e26475f7,09bcff75-010a-465a-906f-489e4e3c2bbd,web,1.08,181.84,0.0,181.84,66.34,50.84,,redeemed,196.39,71.65,54.91,126.56
2021-12-13,d563d0c1-9497-483e-89aa-af96c4267147,Munich,DE,bc4d9246-9497-4ed1-9c98-6f2751e12188,bc4d9246-9497-4ed1-9c98-6f2751e12188,app,1.08,171.92,0.0,171.92,62.95,49.01,,redeemed,185.67,67.99,52.93,120.92
2021-12-14,0e214818-49ef-4da2-907c-8058fc08c0db,Krakow,PL,ec169cd2-39ad-4f6d-8f56-d7c8e914edc4,90629ed8-89cc-462a-88df-7bf1a0e1e8f2,web,0.25,30.52,7.41,23.11,6.49,4.57,PROMO94,redeemed,5.78,1.62,1.14,2.76
2021-12-14,71c9ecf4-5e9f-4617-b0bd-f27e5a5e8ba8,New York,US,81694bc2-20d2-4909-a030-74bd1aaae4d0,81694bc2-20d2-4909-a030-74bd1aaae4d0,web,1.0,132.49,21.24,111.25,31.71,23.19,PROMO53,unredeemed,111.25,31.71,23.19,54.9
2021-12-18,f5d207a6-ca37-4e20-bff8-7c2d5a4767a5,Manchester,GB,d051350f-543c-483e-a224-0d9856a741ae,ba3beee0-a0e0-44a8-b41c-7d32130dc33d,app,1.27,16.54,0.0,16.54,4.01,4.19,,redeemed,21.01,5.09,5.32,10.41
2021-12-19,acb7053a-cd91-456d-babd-8e10d4955daf,Chicago,US,b4898e58-b46f-4c83-95df-c0e92e76bd48,b4898e58-b46f-4c83-95df-c0e92e76bd48,touch,1.0,29.48,0.0,29.48,7.14,6.53,,unredeemed,29.48,7.14,6.53,13.67
2021-12-19,18c18a1c-266c-4710-8919-89eb9fea1113,Houston,US,5e01a13b-033d-46a9-a1fa-d389321f5af8,5e01a13b-033d-46a9-a1fa-d389321f5af8,touch,1.0,140.31,36.56,-103.75,-34.34,-23.85,PROMO41,refunded,-103.75,-34.34,-23.85,-58.19
2021-12-19,26453763-88b1-4a4f-b129-149fe7f9f97f,Birmingham,GB,20a34c29-5ca4-405d-8a4f-b0092d047e14,6812e4b9-ce16-4229-bda8-ca6ed238f583,web,1.27,254.59,0.0,-254.59,-73.68,-49.4,,refunded,-323.33,-93.57,-62.74,-156.31
2021-12-19,63f6b71a-f85b-4f39-b635-43895fac493f,Krakow,PL,e1c597de-16e5-403d-9ceb-b6cc54580b09,e1c597de-16e5-403d-9ceb-b6cc54580b09,web,0.25,162.34,0.0,162.34,49.53,36.82,,redeemed,40.58,12.38,9.2,21.58
2021-12-19,25254b00-4181-4d8a-8964-65d35130e9ac,Hamburg,DE,8d3d75f0-0905-4422-a440-90bd6d004061,8d3d75f0-0905-4422-a440-90bd6d004061,web,1.08,116.9,0.0,116.9,26.84,24.33,,redeemed,126.25,28.99,26.28,55.27
2021-12-20,d87288e6-8f7b-463d-9945-5062e2f35011,Chicago,US,72ed152b-8f1f-4742-8761-20e3063121c2,72ed152b-8f1f-4742-8761-20e3063121c2,app,1.0,108.63,28.17,80.46,21.47,21.01,PROMO31,unredeemed,80.46,21.47,21.01,42.48
2021-12-20,5da35349-b4d3-4abb-81bd-692ce014806b,Hamburg,DE,c0af6fbb-e5e8-46b0-aa92-fe065176fc00,0df0e3fb-8ace-4a7f-95e5-fdb59d8b9261,web,1.08,69.39,10.06,59.33,22.19,18.8,PROMO14,redeemed,64.08,23.97,20.3,44.27
2021-12-21,a4ac1244-8cae-4f87-a76f-a4a26e373683,Warsaw,PL,8e9c2cd8-2a6c-4b84-b675-bbd3fb862282,8e9c2cd8-2a6c-4b84-b675-bbd3fb862282,app,0.25,18.15,0.0,18.15,5.17,3.73,,unredeemed,4.54,1.29,0.93,2.22
2021-12-21,664553ea-c414-4f31-b689-0a0ac009956a,Madrid,ES,96e403ce-2355-438b-ba3f-5a4764d1ba58,96e403ce-2355-438b-ba3f-5a4764d1ba58,web,1.08,81.64,0.0,81.64,19.59,17.51,,redeemed,88.17,21.16,18.91,40.07
2021-12-22,e4beeb59-be5f-46e2-81bc-273e8c779f16,Madrid,ES,89f91225-cb3a-4a67-829c-58b797587f4d,a2ae5fa2-6717-4e32-a379-c994d822c45a,app,1.08,198.34,62.06,136.28,33.63,26.3,PROMO80,redeemed,147.18,36.32,28.4,64.72
2021-12-24,3128b8a3-18e3-407f-b19f-1dba78f93791,Milan,IT,54837ca8-64c7-45c7-9a13-8c11e8d4076e,54837ca8-64c7-45c7-9a13-8c11e8d4076e,app,1.08,233.25,0.0,233.25,70.63,64.45,,redeemed,251.91,76.28,69.61,145.89
2021-12-24,03ed8231-dc91-4b62-af1b-47fd5ef1083e,Chicago,US,b6262223-ba07-4e32-b2a9-dfb93cc3fbcb,26920e4b-e656-4d9c-acfd-44fa7004e73f,web,1.0,51.05,0.0,51.05,17.04,10.89,,unredeemed,51.05,17.04,10.89,27.93
2021-12-25,398d9211-8c62-4f1e-a85b-977b4497adf0,Los Angeles,US,d1472b85-8600-402f-82b1-d153f446c873,d1472b85-8600-402f-82b1-d153f446c873,app,1.0,157.42,0.0,157.42,49.22,36.05,,redeemed,157.42,49.22,36.05,85.27
2021-12-26,10c786ac-a886-4f80-83da-5b61f5a106ad,Milan,IT,30b14f56-c189-440a-ab7e-b942ca82848d,cb9a59b9-9600-4bf3-9bab-da02006b3887,app,1.08,23.64,7.26,16.38,5.36,3.37,PROMO29,unredeemed,17.69,5.79,3.64,9.43
2021-12-27,b8f11e7d-29cd-4b00-b632-7e54cf03b06b,Houston,US,40c0b0f6-da3a-4742-9567-be6fad3a522d,40c0b0f6-da3a-4742-9567-be6fad3a522d,web,1.0,61.78,0.0,61.78,20.25,15.79,,redeemed,61.78,20.25,15.79,36.04
2021-12-27,96f0cc5e-c6ba-4bd4-981e-3fcd4ee63387,Paris,FR,d4100814-fc53-47ad-ae74-37e916adee12,d4100814-fc53-47ad-ae74-37e916adee12,web,1.08,167.56,0.0,167.56,42.5,29.52,,redeemed,180.96,45.9,31.88,77.78
2021-12-27,6488ea50-5ff5-44be-86ec-8358ac4902c6,Rome,IT,c5e04fff-8f70-443f-959a-8fce052600ab,c5e04fff-8f70-443f-959a-8fce052600ab,app,1.08,68.37,0.0,68.37,18.8,21.22,,redeemed,73.84,20.3,22.92,43.22
2021-12-28,076bde52-d1fa-43bd-8682-f599518d5e13,Los Angeles,US,13a46f23-d082-4ddf-805f-7444c6ab780d,13a46f23-d082-4ddf-805f-7444c6ab780d,web,1.0,159.7,0.0,159.7,54.17,39.51,,unredeemed,159.7,54.17,39.51,93.68
2021-12-30,3924b41f-b3cc-48f2-8d18-f065858de32e,Birmingham,GB,b5310f4a-3343-4014-9a8b-54e49e3b1056,14c5a879-037b-49d4-97f3-83e6caa833f3,app,1.27,70.63,23.99,46.64,12.83,9.67,PROMO47,expired,59.23,16.29,12.28,28.57
2021-12-30,757950e3-2fb8-4c27-9313-d871b978e06a,Warsaw,PL,dc921c99-d653-488f-b435-b852010edeed,dc921c99-d653-488f-b435-b852010edeed,app,0.25,213.53,43.82,169.71,49.96,30.93,PROMO93,redeemed,42.43,12.49,7.73,20.22
2021-12-31,7775151d-6a12-4646-8ca1-fe02f8a628b7,Naples,IT,c99ca6a0-0687-4da9-b492-0fad977a79df,c99ca6a0-0687-4da9-b492-0fad977a79df,app,1.08,52.33,0.0,52.33,20.38,14.25,,redeemed,56.52,22.01,15.39,37.4
2022-01-01,167aa0ec-cc51-4475-bcc8-0eba4f90ef52,Rome,IT,8263253c-dc65-4feb-bd95-1b5312e1ed29,0fbe2702-b7f6-43d0-a255-a78e2b4df9eb,app,1.08,15.14,5.77,9.37,2.28,2.04,PROMO16,redeemed,10.12,2.46,2.2,4.66
2022-01-01,0b586175-1bf6-41a7-9d30-6b815463b7e5,Manchester,GB,5723d155-375e-4bec-936f-e754988145d9,21e594e8-d521-4fc9-a8df-458a4ba6f403,web,1.27,221.12,59.19,161.93,37.57,38.51,PROMO89,redeemed,205.65,47.71,48.91,96.62
2022-01-02,c4834b09-647d-441b-93fe-c4247f8232d1,Madrid,ES,abc9b605-84c7-4fc9-ae90-8b46f58c8236,e565e5da-d64f-41e0-8b9b-af2df851cac7,app,1.08,60.74,0.0,60.74,20.03,10.31,,redeemed,65.6,21.63,11.13,32.76
2022-01-03,31942097-0ef9-4c74-8fe1-4e963c5e8c72,Los Angeles,US,80e010d8-c3d2-4c41-a61e-73c3b37a2468,80e010d8-c3d2-4c41-a61e-73c3b37a2468,touch,1.0,55.57,15.37,40.2,9.35,8.33,PROMO24,redeemed,40.2,9.35,8.33,17.68
2022-01-04,a9f4c119-98b2-4994-89a5-d8223705499a,Paris,FR,a3bb8223-02a6-4a47-97fa-bfa14f0ecd73,a3bb8223-02a6-4a47-97fa-bfa14f0ecd73,app,1.08,48.43,0.0,48.43,11.89,11.47,,redeemed,52.3,12.84,12.39,25.23
2022-01-04,3128b8a3-18e3-407f-b19f-1dba78f93791,Milan,IT,3a3a9a41-d434-40df-b4ea-db9f235f6b87,3a3a9a41-d434-40df-b4ea-db9f235f6b87,web,1.08,19.3,7.12,12.18,4.92,3.86,PROMO72,expired,13.15,5.31,4.17,9.48
2022-01-04,ceb935cf-5d6a-4dce-be54-429b957bc75f,Birmingham,GB,eb1a4839-62ec-430e-b4d6-9db85461a0e8,eb1a4839-62ec-430e-b4d6-9db85461a0e8,app,1.27,186.53,54.28,132.25,42.23,22.9,PROMO60,redeemed,167.96,53.63,29.08,82.71
2022-01-06,5361e563-7ad5-4d38-86b5-bfce76baaee0,Los Angeles,US,7735456b-9ef5-408d-ba94-d5e0d902cabd,7735456b-9ef5-408d-ba94-d5e0d902cabd,app,1.0,217.8,50.44,167.36,47.54,47.47,PROMO85,redeemed,167.36,47.54,47.47,95.01
2022-01-06,f0295852-527a-49af-b02e-3830584b3d72,New York,US,5a868f28-fb9c-483d-ad55-acad808a8636,b06a5a7f-828b-477a-9dcc-e713c6a8f852,touch,1.0,67.22,0.0,-67.22,-21.11,-15.01,,refunded,-67.22,-21.11,-15.01,-36.12
2022-01-06,244a1a93-6435-42bc-a346-e1570c33077e,Phoenix,US,094d4d72-9244-4690-8cfe-700b1165698f,094d4d72-9244-4690-8cfe-700b1165698f,web,1.0,25.57,0.0,25.57,10.08,6.9,,unredeemed,25.57,10.08,6.9,16.98
2022-01-06,31942097-0ef9-4c74-8fe1-4e963c5e8c72,Los Angeles,US,35451302-ef75-4008-abbe-f2108e41dd41,35451302-ef75-4008-abbe-f2108e41dd41,touch,1.0,16.05,2.28,13.77,2.82,3.22,PROMO64,unredeemed,13.77,2.82,3.22,6.04
2022-01-07,83353ff8-d12e-43b3-bf2b-59539f13b713,Manchester,GB,6574f747-7b69-417e-9cca-50affbcde82c,6574f747-7b69-417e-9cca-50affbcde82c,web,1.27,186.17,21.94,-164.23,-45.46,-33.37,PROMO48,refunded,-208.57,-57.73,-42.38,-100.11
2022-01-07,5cd39671-8fa6-424a-8585-4489f9816748,Paris,FR,2f0a553a-a5b9-4fed-8f9f-29f78b7d1190,2f0a553a-a5b9-4fed-8f9f-29f78b7d1190,app,1.08,275.25,0.0,-275.25,-108.12,-73.81,,refunded,-297.27,-116.77,-79.71,-196.48
2022-01-08,f6b37fb9-9899-41fa-a462-3312e82f6202,Barcelona,ES,b12fde77-c1ca-43af-ac5c-c572e7705d7c,b12fde77-c1ca-43af-ac5c-c572e7705d7c,touch,1.08,272.38,52.21,-220.17,-76.2,-69.39,PROMO91,refunded,-237.78,-82.3,-74.94,-157.24
2022-01-08,0b35dd9a-e7dc-40fd-8eac-f53cc3b223f0,Los Angeles,US,1f73e702-00cf-442a-afc7-83a8abfe429c,1f73e702-00cf-442a-afc7-83a8abfe429c,app,1.0,226.64,0.0,-226.64,-76.41,-58.22,,refunded,-226.64,-76.41,-58.22,-134.63
2022-01-09,f2d30979-7e49-4ac1-a83d-8b99184cdc9e,Berlin,DE,5c8ef2d6-49b4-45e7-9660-9c37133031b0,b40ba2b3-1d65-4278-8a41-78231bc5dad0,app,1.08,217.58,44.42,173.16,59.61,53.81,PROMO78,redeemed,187.01,64.38,58.11,122.49
2022-01-10,b0b6bb38-c209-4bc2-9daa-c1b607349bf6,Warsaw,PL,5f413a97-141d-4eb3-b329-c1f4b190cd01,5f413a97-141d-4eb3-b329-c1f4b190cd01,app,0.25,166.33,34.04,132.29,38.59,31.24,PROMO82,expired,33.07,9.65,7.81,17.46
2022-01-12,b805d7f1-296f-4bf6-bf45-9dc91a0f957c,London,GB,37a2c93d-9233-49a3-9c93-87c9c94b0cf8,8d14663a-a489-42fc-8fdf-f19bdfa99224,app,1.27,75.2,13.96,61.24,23.05,12.43,PROMO68,redeemed,77.77,29.27,15.79,45.06
2022-01-12,ea2ca3b4-8602-45c6-8b44-d18d2080e084,Houston,US,d635f4e9-ffc2-4d4c-b7ba-d7d4bcdb692e,d635f4e9-ffc2-4d4c-b7ba-d7d4bcdb692e,app,1.0,25.87,0.0,25.87,8.24,5.63,,redeemed,25.87,8.24,5.63,13.87
2022-01-13,4f5b02fb-72bc-4852-bfaf-6de9dc259e57,Birmingham,GB,46b49510-abe2-4826-9253-80423278c682,46b49510-abe2-4826-9253-80423278c682,app,1.27,27.46,0.0,27.46,6.41,4.62,,redeemed,34.87,8.14,5.87,14.01
2022-01-13,a4ac1244-8cae-4f87-a76f-a4a26e373683,Warsaw,PL,342f3959-0b02-4672-a746-c9ea6e94f167,342f3959-0b02-4672-a746-c9ea6e94f167,app,0.25,215.88,70.42,-145.46,-48.8,-32.05,PROMO34,refunded,-36.36,-12.2,-8.01,-20.21
